source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
china,http://www.china.org.cn/environment/2011-07/22/content_23044018.htm,3834,7/22/2011 0:00,,Gurrero,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,3834,Mexico,MX,Guerrero,165250,Chilpancingo de los Bravos,6.8095,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-99.538,17.4974
china,http://www.china.org.cn/environment/2011-07/22/content_23044018.htm,3835,7/22/2011 0:00,,Michoacan,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,3835,Mexico,MX,Michoacán,2817,Jarácuaro,3.36905,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-101.7023,19.5805
BusinessWorld Online,http://www.bworldonline.com/content.php?section=Nation&title=-death-toll-from-rains-rises-nationwide-floods-displace-hundreds-in-leyte&id=46961,4205,2/16/2012 0:00,,"Mahaplag, Leyte",25km,landslide,downpour,medium,unknown,0,,,4205,Philippines,PH,Eastern Visayas,0,Mahaplag,0.71608,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,124.9705,10.6073
kirotv,http://www.kirotv.com/weather/21638186/detail.html,1306,11/17/2009 0:00,,"White Rock, B.C. ",5km,mudslide,downpour,small,unknown,0,,,1306,Canada,CA,British Columbia,66450,White Rock,0.74953,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.8001,49.0229
china,http://www.china.org.cn/environment/2011-07/22/content_23044018.htm,3836,7/22/2011 0:00,,Nayarit,unknown,landslide,tropical_cyclone,medium,unknown,0,,Hurricane Dora,3836,Mexico,MX,Nayarit,6361,Puga,19.41353,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-104.8334,21.7595
postindependent,http://www.postindependent.com/article/20110808/VALLEYNEWS/110809897/1083&ParentProfile=1074,3865,7/30/2011 0:00,,"Catherine Store Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0,,,3865,United States,US,Colorado,3801,El Jebel,4.90954,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-107.1291,39.4274
postindependent,http://www.postindependent.com/article/20110808/VALLEYNEWS/110809897/1083&ParentProfile=1074,3866,7/30/2011 0:00,,"Red Canyon Road, Garfield County, CO",10km,mudslide,rain,small,unknown,0,,,3866,United States,US,Colorado,9614,Glenwood Springs,10.57117,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-107.2225,39.4977
China.org.cn,http://china.org.cn/world/2011-09/17/content_23438052.htm,3978,9/17/2011 9:00,9:00,"Ruinibang of Sulichowr VDC,Rolpa",5km,landslide,downpour,medium,unknown,7,,,3978,Nepal,NP,,5427,Besisahar,28.60568,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,82.6474,28.3875
Republic the Philippines Mines & Geosciences Bureau,http://r7.mgb.gov.ph/16-february-2012/,4195,2/14/2012 0:00,,"Barangays Busay, Cebu City",10km,landslide,downpour,medium,unknown,0,,,4195,Philippines,PH,Central Visayas,798634,Cebu City,5.89364,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.89,10.37
Republic the Philippines Mines & Geosciences Bureau,http://r7.mgb.gov.ph/16-february-2012/,4196,2/14/2012 0:00,,"Binaliw, Cebu City",10km,landslide,downpour,medium,unknown,0,,,4196,Philippines,PH,Central Visayas,48638,Consolacion,7.06201,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.91,10.42
AGU Blog,http://blogs.agu.org/landslideblog/2016/08/13/dzongu-1/,9853,8/16/2016 19:22,,"Dzongu, Sikkim, India",exact,landslide,rain,large,natural_slope,0,0,,,,,,,,,6/29/2017 19:22,11/20/2017 15:17,2/15/2018 15:51,88.492,27.593
Bonners Ferry Herald,http://www.bonnersferryherald.com/news/article_5d9176ce-9558-11e1-8002-0019bb2963f4.html,4346,5/2/2012 0:00,,"Myrtle Creek Rd, Bonners Ferry, ID",10km,landslide,downpour,large,unknown,,,,4346,United States,US,Oregon,2514,Myrtle Point,14.54271,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-124.01,42.9744
Hindustan Times,http://www.hindustantimes.com/chandigarh/landslide-hits-train-services-on-kalka-shimla-section/story-C4FiXc6ERCioiTLnS9e8eI.html,4565,9/18/2012 0:00,,"Jatog and Kaithlighat railway stations, Kaithleeghat, Himachal Pradesh",1km,landslide,downpour,medium,unknown,,,,4565,India,IN,Himachal Pradesh,2467,Jutogh,8.68139,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,77.1029,31.0226
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4569,9/19/2012 0:00,,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",10km,landslide,downpour,large,unknown,20,,,4569,India,IN,,1464,Mangan,36.59477,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.556,27.8385
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4571,9/19/2012 0:00,," Chungthang and Pegong. Houses, between Rangma and Chungthang ",10km,landslide,downpour,large,unknown,,,,4571,India,IN,,1464,Mangan,18.14812,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.605,27.6558
Vibe Ghana,http://vibeghana.com/2012/10/25/landslide-destroys-twenty-cocoa-farms-in-the-prestea-hunivalley-district/,4589,10/19/2012 0:00,,"(Asikuma and Nkran),Prestea Huni/Valley District",unknown,landslide,downpour,medium,unknown,,,,4589,Ghana,GH,Central,50293,Swedru,33.47473,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-0.9992,5.5779
thetobagonews,http://www.thetobagonews.com/news/Rains-trigger-landslides-across-Tobago-185269162.html,4680,12/25/2012 3:00,3:00,Hermitage,5km,landslide,rain,medium,unknown,,,,4680,Trinidad and Tobago,TT,Eastern Tobago,0,Roxborough,8.24676,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-60.55,11.3169
BD News 24,http://bdnews24.com/bangladesh/2017/07/04/man-killed-in-coxs-bazar-landslide,9946,7/4/2017 14:33,9:00,"Mahughata village (??), Hoanak Union Parishad, Maheshkhali, Upazila, Bangladesh",5km,landslide,rain,medium,natural_slope,1,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,91.92597729,21.61900923
Newsroom Panama,http://www.newsroompanama.com/panama/5804-rain-brings-floods-landslides-and-traffic-chaos-to-colon.html,4880,5/28/2013 0:00,,"San Judas Tadeo, Colon",5km,landslide,downpour,medium,unknown,0,,,4880,Panama,PA,Colón,3302,Margarita,0.7476,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-79.8897,9.3381
Newsroom Panama,http://www.newsroompanama.com/panama/5804-rain-brings-floods-landslides-and-traffic-chaos-to-colon.html,4881,5/28/2013 0:00,,"Villa Del Caribe, Colon",5km,landslide,downpour,medium,unknown,0,,,4881,Panama,PA,Colón,76643,Colón,0.20365,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-79.9029,9.3581
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4929,6/16/2013 0:00,,"Rishikesh-Joshimath-Mana Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,4929,India,IN,Uttarakhand,27611,Tehri,14.58545,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,78.3881,30.4954
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4930,6/16/2013 0:00,,"Dharasu-Gangotri Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,4930,India,IN,Uttarakhand,17123,Uttarkāshi,27.63875,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,78.6695,30.885
The Indian EXPRESS,http://www.indianexpress.com/news/50-major-landslides-hit-four-road-stretches-in-uttarakhand-govt/1131703/,4931,6/16/2013 0:00,,"Pithoragarh-Ghatiabgarh Road, Uttarakhand",50km,landslide,rain,medium,unknown,0,,,4931,India,IN,Uttarakhand,7331,Dhārchula,11.27172,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,80.417,29.7986
Nelson Star,https://www.nelsonstar.com/news/updated-highway-north-of-kaslo-partly-reopens/,4964,6/19/2013 0:00,,"Highway 31, Near Kaslo And Schoeder Creek, British Columbia",5km,mudslide,downpour,medium,unknown,0,,,4964,Canada,CA,British Columbia,9813,Nelson,62.26908,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-116.9044,50.0023
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9966,9/5/2016 18:04,,"Wokha, India",,landslide,rain,large,,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,94.257523,26.092493
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4982,6/25/2013 8:00,8:00,"Thenpara, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0,,,4982,India,IN,Tamil Nādu,31364,Kangayam,6.03885,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,77.5947,10.9628
timesofindia.indiatimes.com,http://timesofindia.indiatimes.com/city/kozhikode/Landslide-holds-up-traffic-at-Nadukani-for-hours-none-injured/articleshow/20771153.cms,4983,6/25/2013 8:00,8:00,"Jaram, Kerala-Tamil Nadu Inter-State Highway, Nadukani Ghat Road Connecting Nilambur With Gudallur In Tamilnadu",unknown,landslide,downpour,medium,unknown,0,,,4983,India,IN,Tamil Nādu,31364,Kangayam,6.03885,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,77.5947,10.9628
www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=58134,5102,7/14/2013 0:00,,"Rapti Highway, Salyan District, Midwestern Region",25km,landslide,unknown,medium,unknown,0,,,5102,Nepal,NP,Mid Western,0,Salyān,5.98979,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,82.1847,28.4311
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5122,7/17/2013 0:00,,"National Highway 29 Between Patkai Bridge And Kukidolong, Nagaland",50km,mudslide,rain,medium,unknown,0,,,5122,India,IN,Nāgāland,92113,Kohima,19.79639,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.9413,25.7658
www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=58134,5103,7/14/2013 0:00,,"Rapti Highway, Rukum District, Midwestern Region",25km,landslide,unknown,medium,unknown,0,,,5103,Nepal,NP,Mid Western,0,Salyān,37.5595,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,82.4393,28.6202
The Hindu,http://www.thehindu.com/news/national/other-states/fresh-mudslides-affect-traffic-in-nagalandmanipur/article4928261.ece,5123,7/17/2013 0:00,,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",50km,mudslide,rain,medium,unknown,0,,,5123,India,IN,Nāgāland,92113,Kohima,4.81849,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.0885,25.7131
www.abs-cbnnews.com,http://www.abs-cbnnews.com/nation/regions/07/21/13/rains-cause-landslide-3-cebu-barangays,5153,7/21/2013 0:00,,"Pamutan, Cebu City",5km,landslide,rain,medium,unknown,0,,,5153,Philippines,PH,Central Visayas,798634,Cebu City,1.39014,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.888,10.329
www.abs-cbnnews.com,http://www.abs-cbnnews.com/nation/regions/07/21/13/rains-cause-landslide-3-cebu-barangays,5154,7/21/2013 0:00,,"Sapangdaku, Cebu City",5km,landslide,rain,medium,unknown,0,,,5154,Philippines,PH,Central Visayas,798634,Cebu City,2.8399,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.8725,10.335
KMPH,http://kmph.com/news/local/yosemite-park-entrance-closed-due-to-rockslide,9744,1/6/2017 14:34,,Entrance to Yosemite Park on Highway  40,25km,rock_fall,unknown,small,above_road,0,0,,,,,,,,,6/16/2017 13:34,11/20/2017 15:17,2/15/2018 15:51,-119.7795082,37.67607624
Austrian Times,http://safetyphoto.co.uk/safety_news/worker-killed-in-tirol-landslide-austrian-times/,5597,10/9/2013 0:00,,Kitzbühel,10km,landslide,rain,medium,unknown,1,1,,5597,Austria,AT,Tyrol,8818,Kitzbühel,0.33828,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,12.3966,47.446
The San Diego Union-Tribune,http://www.sandiegouniontribune.com/news/border-baja-california/sdut-tijuana-landslide-anexa-miramar-evacuation-2015may18-story.html,7056,5/17/2015 0:00,,Anexa Miramar,1km,landslide,rain,medium,urban,0,0,,7056,Mexico,MX,Baja California,1173,La Esperanza [Granjas Familiares],6.46156,7/2/2015 18:01,11/20/2017 15:17,2/15/2018 15:51,-117.0898,32.5196
Tempo,https://en.tempo.co/read/news/2016/09/10/206803343/Torrential-Downpours-Causes-Landslides-in-Pacitan,9988,9/10/2016 18:52,,Pacitan's Kebonagung District in East Java,1km,landslide,downpour,large,,0,0,,,,,,,,,7/5/2017 18:52,11/20/2017 15:17,2/15/2018 15:51,112.61191,-8.034706
Nepal Mountain News,http://www.nepalmountainnews.com/cms/archives/99687,9985,9/6/2016 18:52,22:00,Paintedanda near Kharanephant in Lekhnath Municipality-4 of Kaski district,10km,landslide,rain,large,,4,2,,,,,,,,,7/5/2017 18:52,11/20/2017 15:17,2/15/2018 15:51,84.069015,28.145796
Netral English,http://www.en.netralnews.com/news/currentnews/read/7573/bogor.rain..two.locations.hit.by.landslide,9987,6/30/2017 16:00,,"Lebak Kantik village (??), Bogor, West Java, Indonesia",50km,landslide,continuous_rain,medium,natural_slope,0,0,,,,,,,,,7/5/2017 16:00,11/20/2017 15:17,2/15/2018 15:51,106.7121322,-6.522155904
WebIndia123,https://news.webindia123.com/news/Articles/India/20170703/3137813.html,9984,7/1/2017 16:00,22:00,"Wokha Sadar Sub-District, Wokha, Nagaland",5km,landslide,downpour,small,above_road,0,0,,,,,,,,,7/5/2017 16:00,11/20/2017 15:17,2/15/2018 15:51,94.24416766,26.1445447
BD News 24,http://bdnews24.com/bangladesh/2017/07/06/child-killed-in-coxs-bazar-landslide-another-swept-off-by-floodwaters,10000,7/5/2017 19:39,20:00,"Ukhia Upazila, Bangladesh",25km,landslide,continuous_rain,medium,natural_slope,1,,,,,,,,,,7/6/2017 19:39,11/20/2017 15:17,2/15/2018 15:51,92.10434768,21.23699085
The Tribune,http://www.tribuneindia.com/news/nation/7-year-old-girl-killed-by-landslide-at-guwahati/431122.html,9940,7/3/2017 15:17,7:00,"Panikhaiti, Kamrup Metropolitan, Assam State, India",1km,landslide,continuous_rain,medium,natural_slope,1,0,,,,,,,,,7/3/2017 15:17,11/20/2017 15:17,2/15/2018 15:51,91.87202793,26.20450454
Valley News,http://www.vnews.com/Upper-Valley-Storm-11074961,9967,7/1/2017 14:33,,"144-176 VA Cutoff Rd, White River Junction, Vermont, 05001",exact,debris_flow,downpour,medium,engineered_slope,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,-72.34106092,43.65859938
News Hub,http://www.newshub.co.nz/home/world/2016/09/austrian-town-hit-by-second-landslide-in-weeks.html,9964,9/4/2016 18:04,22:00,Afritz am See,1km,landslide,dam_embankment_collapse,large,,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,13.787332,46.726906
Nagaland Post,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMjA2OQ%3D%3D,9965,9/5/2016 18:04,,"Mokochung, Nagaland, India",1km,landslide,rain,large,,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,94.514651,26.324724
Hindustan Times,http://www.hindustantimes.com/world-news/bangladesh-landslides-toll-rises-to-144-rangamati-worst-hit-with-105-deaths/story-ff8brJNydyWSdlAWfuMXWO.html,9943,6/13/2017 15:17,unknown,"Chittagong, Bangladesh",25km,landslide,continuous_rain,large,urban,33,0,,,,,,,,,7/3/2017 15:17,11/20/2017 15:17,2/15/2018 15:51,91.83258101,22.35037081
Daily Sun,http://www.daily-sun.com/post/237861/Hillslide-again-strikes-Rangamati,9941,7/2/2017 15:17,12:00,"Deppochhari (??), Rangamati Hill District, Bangladesh",50km,landslide,continuous_rain,small,below_road,0,0,,,,,,,,,7/3/2017 15:17,11/20/2017 15:17,2/15/2018 15:51,92.03513581,22.77997113
Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html,9958,7/3/2017 14:33,,"Huyện Mèo Vạc, Hà Giang",10km,landslide,downpour,small,above_road,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,105.5299971,23.14383048
The Himalayan Times,https://thehimalayantimes.com/nepal/landslide-obstructs-vehicular-movement-narayangadh-muglin-road/,9944,7/3/2017 18:04,,"Narayangadh-Muglin road section, Chitwan, Nepal",5km,landslide,rain,medium,above_road,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,84.54704621,27.83196401
My Republica,http://www.myrepublica.com/news/4916/,9945,9/2/2016 18:04,7:00,"Gajuri, Dhading, Nepal",5km,landslide,unknown,small,unknown,1,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,84.854632,27.769034
Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html,9962,7/3/2017 14:33,,"Huyện Xín Mần, Hà Giang",25km,landslide,downpour,small,above_road,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,104.4530851,22.69040325
St. George News,http://stgeorgeutah.com/news/archive/2017/07/04/jcw-zion-rockslide-injures-1-separate-hiker-breaks-leg-at-same-time/#.WV0L3O3ytaQ,9969,7/4/2017 16:00,19:00,"Narrows trail, Zion National Park, Utah, USA",exact,rock_fall,no_apparent_trigger,small,natural_slope,0,1,,,,,,,,,7/5/2017 16:00,11/20/2017 15:17,2/15/2018 15:51,-112.9476039,37.29584217
My Republica,http://www.myrepublica.com/news/4968/,9950,9/2/2016 18:04,22:00,"Taplejung, Nepal",25km,landslide,rain,large,,4,10,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,87.640957,27.513641
Imphal Free Press,http://www.ifp.co.in/item/1610-landslide-at-mao-gate,9974,7/4/2017 16:00,,"AH1, Mao-Maram, Senapati, Manipur, 795150",1km,landslide,continuous_rain,small,above_road,0,0,,,,,,,,,7/5/2017 16:00,11/20/2017 15:17,2/15/2018 15:51,94.12901274,25.4976444
HoyenTV,http://hoyentv.com/2017/06/13/suman-6-militares-muertos-por-alud-en-guerrero.html,9687,6/12/2017 17:43,,"San Miguel Totolapan, Guerrero",50km,mudslide,unknown,unknown,unknown,2,1,,,,,,,,,6/14/2017 17:43,11/20/2017 15:17,2/15/2018 15:51,-100.3120723,17.85175828
Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html,9956,7/3/2017 14:33,,"Huyện Mèo Vạc, Hà Giang Province, Vietnam",25km,landslide,downpour,medium,natural_slope,2,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,105.4244893,23.16100191
The Himalayan Times,https://thehimalayantimes.com/nepal/pasang-lhamu-highway-obstructed-landslide/,9963,9/4/2016 4:00,8:00,Pasang Lhamu Highway,exact,landslide,downpour,large,,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,85.201673,27.833565
My Republica,http://www.myrepublica.com/news/4984/,9955,7/3/2017 18:04,22:00,"Bhojpur, Kulung, Nepal",1km,landslide,,medium,,2,,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,87.055222,27.167781
Hindustan Times,http://www.hindustantimes.com/india-news/two-more-killed-in-assam-floods-more-than-3-5-lakh-people-affected/story-MmZHSSifUM78Jhd7l8lEzJ.html,9972,7/3/2017 16:00,,"Chandrapur, Kamrup Metropolitan, Assam",10km,landslide,continuous_rain,medium,unknown,1,0,,,,,,,,,7/5/2017 16:00,11/20/2017 15:17,2/15/2018 15:51,91.92053028,26.22247247
The Himalayan Times,https://thehimalayantimes.com/nepal/myagdi-landslide-displaces-five-families/,9959,9/4/2016 18:04,,"Bhagawati, Myagdi, Nepal",5km,landslide,rain,medium,,0,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,83.498645,28.377188
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9951,7/3/2017 14:33,,"Jorabat, Assam State, India",5km,landslide,downpour,small,unknown,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,91.85158907,26.1061808
The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul0417/city055,9952,7/3/2017 14:33,,"Sonapur, Kamrup Metropolitan, Assam",5km,landslide,downpour,small,unknown,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,91.86227824,26.10430759
Hindustan Times,http://www.hindustantimes.com/world-news/bangladesh-landslides-toll-rises-to-144-rangamati-worst-hit-with-105-deaths/story-ff8brJNydyWSdlAWfuMXWO.html,9942,6/13/2017 15:17,,"Rangamati Hill District, Bangladesh",250km,landslide,continuous_rain,large,unknown,105,0,,,,,,,,,7/3/2017 15:17,11/20/2017 15:17,2/15/2018 15:51,92.22099982,22.74955141
Vietnamnet,http://english.vietnamnet.vn/fms/society/181263/rain-triggered-floods--landslides-kill-six-in-ha-giang.html,9961,7/3/2017 14:33,,"National Road 34, Huyện Bắc Mê, Hà Giang",25km,landslide,downpour,small,above_road,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,105.1593663,22.77992936
Reuters,http://www.reuters.com/article/us-guatemala-mudslide-idUSKCN11D275?il=0,9975,9/7/2016 18:04,,Y:14.521881 X:-90.604924,exact,landslide,rain,large,,11,0,,,,,,,,,7/3/2017 18:04,11/20/2017 15:17,2/15/2018 15:51,-90.604924,14.521881
Frack Check WV,http://www.frackcheckwv.net/2017/07/03/natural-gas-line-ruptures-in-landslide-public-at-risk/,9954,6/29/2017 14:33,23:00,"Finleyville Airport, Finleyville, Pennsylvania, USA",1km,landslide,no_apparent_trigger,small,natural_slope,0,0,,,,,,,,,7/5/2017 14:33,11/20/2017 15:17,2/15/2018 15:51,-80.00630324,40.24298211
